date,Na,Mg,K,Ca,Cl,NO3,SO4,Na_MS,Mg_MS,K_MS,Ca_MS,comments_IC,comments_MS
2017-08-26T05:50:00Z,NA,NA,NA,NA,0.267,0.401,6.499,NA,NA,NA,NA,no cation sample,NA
2017-08-26T06:20:00Z,NA,NA,NA,NA,0.228,0.338,5.587,NA,NA,NA,NA,no cation sample,NA
2017-08-26T06:50:00Z,NA,NA,NA,NA,0.264,0.4,6.493,NA,NA,NA,NA,no cation sample,NA
2017-08-26T07:20:00Z,NA,NA,NA,NA,0.254,0.382,6.301,NA,NA,NA,NA,no cation sample,NA
2017-08-26T07:50:00Z,NA,NA,NA,NA,0.213,0.316,5.197,NA,NA,NA,NA,no cation sample,NA
2017-08-26T08:50:00Z,NA,NA,NA,NA,NA,NA,NA,1221.201,1355.639,310.6,17113.794,memory effect,NA
2017-08-26T09:20:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-08-26T09:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-08-26T10:20:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-08-26T10:50:00Z,NA,NA,NA,NA,NA,NA,NA,1398.869,1889.39,383.885,17733.675,anomalous value,NA
2017-08-26T11:20:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-08-26T12:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-08-26T13:20:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-08-26T14:20:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-08-26T14:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-08-26T15:20:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-08-26T15:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-08-26T16:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anomalous value,NA
2017-08-26T20:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,memory effect,NA
2017-08-27T00:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,memory effect,NA
2017-08-27T04:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,memory effect,NA
2017-08-27T08:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,memory effect,NA
2017-08-27T12:50:00Z,NA,NA,NA,NA,NA,NA,NA,371.668,288.941,1097.72,2132.931,memory effect,NA
2017-08-27T16:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,memory effect,NA
2017-08-27T20:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,memory effect,NA
2017-08-28T00:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,memory effect,NA
2017-08-28T04:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,memory effect,NA
2017-08-28T08:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,memory effect,NA
2017-08-28T12:50:00Z,NA,NA,NA,NA,NA,NA,NA,3202.019,3335.018,901.22,34065.128,memory effect,NA
2017-08-28T14:20:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cation sample,NA
2017-08-28T14:50:00Z,NA,NA,NA,NA,NA,NA,NA,3234.028,3500.388,884.215,33783.912,no cation sample,NA
2017-08-28T15:20:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cation sample,NA
2017-08-28T15:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cation sample,NA
2017-08-28T16:50:00Z,NA,NA,NA,NA,NA,NA,NA,2601.008,2681.234,680.496,29668.189,memory effect,NA
2017-08-28T17:20:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cation sample,NA
2017-08-28T17:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cation sample,NA
2017-08-28T18:20:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cation sample,NA
2017-08-28T18:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cation sample,NA
2017-08-28T19:20:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cation sample,NA
2017-08-28T19:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cation sample,NA
2017-08-28T20:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,memory effect,NA
2017-08-28T21:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cation sample,NA
2017-08-28T22:20:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cation sample,NA
2017-08-28T22:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cation sample,NA
2017-08-28T23:20:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cation sample,NA
2017-08-28T23:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cation sample,NA
2017-08-29T00:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,memory effect,NA
2017-08-29T02:20:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cation sample,NA
2017-08-29T03:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cation sample,NA
2017-08-29T04:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,memory effect,NA
2017-08-29T08:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,memory effect,NA
2017-08-29T12:50:00Z,NA,NA,NA,NA,NA,NA,NA,3380.354,3440.833,889.578,34672.516,memory effect,NA
2017-08-29T14:50:00Z,NA,NA,NA,NA,NA,NA,NA,3708.814,3910.164,976.91,36052.014,NA,NA
2017-08-29T15:20:00Z,NA,NA,NA,NA,0.393,0.885,13.795,NA,NA,NA,NA,no cation sample,NA
2017-08-29T15:50:00Z,NA,NA,NA,NA,0.393,0.89,13.887,NA,NA,NA,NA,no cation sample,NA
2017-08-29T16:50:00Z,3.269,NA,0.958,56.75,NA,NA,NA,3399.196,3486.325,896.842,35261.29,NA,NA
2017-08-29T17:20:00Z,3.11,3.693,NA,54.669,0.406,0.936,14.471,NA,NA,NA,NA,NA,NA
2017-08-29T17:50:00Z,3.134,3.716,0.927,54.897,0.407,0.941,14.639,NA,NA,NA,NA,NA,NA
2017-08-29T18:20:00Z,3.257,3.823,0.961,57.023,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-08-29T18:50:00Z,3.119,3.704,0.916,54.849,0.405,0.942,14.598,3472.917,3628.065,912.105,33842.211,NA,NA
2017-08-29T19:20:00Z,3.09,3.711,0.952,54.468,0.402,0.94,14.557,NA,NA,NA,NA,NA,NA
2017-08-29T19:50:00Z,3.139,3.725,0.915,54.951,0.407,0.955,14.603,NA,NA,NA,NA,NA,NA
2017-08-29T20:50:00Z,3.149,NA,0.918,56.795,0.41,0.969,14.841,3368.75,3446.939,873.138,35461.583,memory effect,NA
2017-08-29T21:20:00Z,3.15,3.745,0.916,55.461,0.406,0.966,14.753,NA,NA,NA,NA,NA,NA
2017-08-29T21:50:00Z,3.081,3.871,NA,55.209,0.404,0.962,14.712,NA,NA,NA,NA,NA,NA
2017-08-29T22:20:00Z,3.152,3.746,0.925,55.475,0.407,0.975,14.884,NA,NA,NA,NA,NA,NA
2017-08-29T22:50:00Z,3.266,3.687,0.878,55.419,0.402,0.962,14.72,3525.461,3712.047,922.855,38366.747,NA,NA
2017-08-29T23:20:00Z,3.161,3.752,0.916,55.619,0.406,0.975,14.888,NA,NA,NA,NA,NA,NA
2017-08-29T23:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-08-30T00:50:00Z,3.275,NA,0.948,57.695,0.425,1.021,15.404,3563.42,3664.352,925.332,37747.972,memory effect,NA
2017-08-30T01:20:00Z,3.307,3.932,0.985,58.143,0.425,1.026,15.635,NA,NA,NA,NA,NA,NA
2017-08-30T01:50:00Z,3.337,3.96,0.96,58.352,0.427,1.032,15.644,NA,NA,NA,NA,NA,NA
2017-08-30T02:20:00Z,3.312,3.934,0.955,57.394,0.424,1.027,15.624,NA,NA,NA,NA,NA,NA
2017-08-30T02:50:00Z,3.331,3.945,0.961,58.292,0.424,1.016,15.678,NA,NA,NA,NA,NA,sample volume too small
2017-08-30T03:20:00Z,3.161,4.015,NA,56.16,0.405,0.981,14.86,NA,NA,NA,NA,NA,NA
2017-08-30T03:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-08-30T04:50:00Z,NA,NA,NA,NA,NA,NA,NA,3160.693,3209.949,817.269,34545.349,NA,NA
2017-08-30T05:20:00Z,3.199,3.883,0.954,56.374,0.41,1.001,15.215,NA,NA,NA,NA,NA,NA
2017-08-30T05:50:00Z,3.329,3.961,0.951,58.529,0.427,1.05,15.891,NA,NA,NA,NA,NA,NA
2017-08-30T06:20:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-08-30T06:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sample volume too small
2017-08-30T07:20:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-08-30T07:50:00Z,3.357,3.97,0.962,58.396,0.427,1.025,15.8,NA,NA,NA,NA,NA,NA
2017-08-30T08:50:00Z,3.202,NA,0.912,57.913,0.41,0.987,15.179,3416.025,3448.588,877.943,35354.691,memory effect,NA
2017-08-30T09:20:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-08-30T09:50:00Z,3.309,4.052,NA,57.906,0.428,1.024,15.83,NA,NA,NA,NA,NA,NA
2017-08-30T10:20:00Z,3.271,3.84,0.945,56.509,0.416,0.989,15.371,NA,NA,NA,NA,NA,NA
2017-08-30T10:50:00Z,3.331,3.791,1.004,56.243,0.414,0.969,15.345,3457.803,3578.333,903.602,36132.848,NA,NA
2017-08-30T11:20:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-08-30T11:50:00Z,3.363,3.937,1.011,60.699,0.432,1.02,16.088,NA,NA,NA,NA,NA,NA
2017-08-30T12:50:00Z,3.232,NA,0.95,55.918,0.413,0.968,15.366,NA,NA,NA,NA,memory effect,sample volume too small
2017-08-30T13:20:00Z,3.409,3.998,0.987,58.796,0.435,1.022,16.202,NA,NA,NA,NA,NA,NA
2017-08-30T13:50:00Z,3.284,3.818,0.984,56.574,0.416,0.965,15.447,NA,NA,NA,NA,NA,NA
2017-08-30T14:20:00Z,3.26,3.809,0.955,54.978,0.414,0.969,15.362,NA,NA,NA,NA,NA,NA
2017-08-30T14:50:00Z,3.42,3.99,1.025,58.784,0.435,1.02,16.244,3822.843,3936.141,1002.593,36767.43,NA,NA
2017-08-30T15:20:00Z,3.308,3.957,0.948,60.388,0.418,0.981,15.534,NA,NA,NA,NA,NA,NA
2017-08-30T15:50:00Z,3.285,3.82,1.016,56.358,0.416,0.968,15.48,NA,NA,NA,NA,NA,NA
2017-08-30T16:50:00Z,3.414,NA,1.001,58.835,0.437,1.028,16.186,3622.921,3650.043,938.194,36322.227,memory effect,NA
2017-08-30T17:20:00Z,3.404,3.861,0.957,57.043,0.419,0.985,15.701,NA,NA,NA,NA,NA,NA
2017-08-30T17:50:00Z,3.45,4.013,0.987,58.981,0.436,0.981,16.369,NA,NA,NA,NA,NA,NA
2017-08-30T18:20:00Z,3.332,3.879,0.95,56.974,0.42,0.975,15.66,NA,NA,NA,NA,NA,NA
2017-08-30T18:50:00Z,3.424,3.995,0.998,58.872,0.436,1.033,16.367,3600.698,3711.746,925.688,37237.267,NA,NA
2017-08-30T19:20:00Z,3.337,3.879,0.97,57.139,0.421,1.004,15.854,NA,NA,NA,NA,NA,NA
2017-08-30T19:50:00Z,3.44,4.018,0.985,59.031,0.435,1.044,16.304,NA,NA,NA,NA,NA,NA
2017-08-30T20:50:00Z,3.403,NA,1.013,57.302,0.433,1.047,16.358,516.702,271.901,NA,NA,memory effect,NA
2017-08-30T21:20:00Z,3.455,4.035,0.993,59.426,0.436,1.061,16.428,NA,NA,NA,NA,NA,NA
2017-08-30T21:50:00Z,3.322,4.267,0.952,60.084,0.42,1.011,15.958,NA,NA,NA,NA,NA,NA
2017-08-30T22:20:00Z,3.458,4.046,1,59.595,0.436,1.036,16.575,NA,NA,NA,NA,NA,NA
2017-08-30T23:20:00Z,NA,NA,NA,NA,NA,NA,NA,3219.328,3334.075,851.67,34512.039,NA,NA
2017-08-30T23:50:00Z,3.43,4.074,NA,59.291,0.442,1.082,16.525,NA,NA,NA,NA,NA,NA
2017-08-31T00:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sample volume too small
2017-08-31T01:20:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-08-31T01:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-08-31T02:20:00Z,3.53,4.082,NA,59.774,0.439,1.071,16.605,NA,NA,NA,NA,NA,NA
2017-08-31T02:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sample volume too small
2017-08-31T03:20:00Z,3.385,3.891,0.978,58.615,0.424,0.977,16.15,NA,NA,NA,NA,NA,NA
2017-08-31T03:50:00Z,3.386,3.937,0.969,57.845,0.424,1.02,16.059,NA,NA,NA,NA,NA,NA
2017-08-31T04:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sample volume too small
2017-08-31T05:20:00Z,3.547,4.278,NA,61.192,0.443,1.081,16.914,NA,NA,NA,NA,NA,NA
2017-08-31T05:50:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017-08-31T06:20:00Z,3.68,3.933,NA,57.834,0.427,1.034,16.088,NA,NA,NA,NA,NA,NA
2017-08-31T06:50:00Z,3.412,3.957,0.977,58.099,0.426,1.024,16.128,NA,NA,NA,NA,NA,sample volume too small
2017-08-31T07:20:00Z,3.439,3.959,1.029,58.217,0.426,1.037,16.126,NA,NA,NA,NA,NA,NA
2017-08-31T07:50:00Z,3.374,3.918,0.968,57.553,0.426,1.016,15.984,NA,NA,NA,NA,NA,NA
2017-08-31T08:50:00Z,3.392,NA,0.992,56.535,0.428,1.025,16.152,NA,NA,NA,NA,memory effect,sample volume too small
2017-08-31T09:50:00Z,3.122,3.699,0.977,53.555,0.402,0.962,14.835,NA,NA,NA,NA,NA,sample volume too small
2017-08-31T10:50:00Z,2.991,3.519,NA,51.646,0.396,0.979,14.39,NA,NA,NA,NA,NA,NA
2017-08-31T14:10:00Z,2.303,2.863,0.935,42.571,0.365,1.124,11.193,2533.317,2633.572,898.051,31557.249,NA,NA
2017-08-31T15:10:00Z,2.036,2.355,0.859,36.032,0.483,0.925,7.284,2215.408,2113.024,823.083,27341.097,NA,NA
2017-08-31T17:10:00Z,0.975,1.548,NA,25.411,0.688,0.561,3.954,1086.733,1425.958,819.242,19652.715,NA,NA
2017-08-31T18:10:00Z,0.842,1.406,0.852,23.74,0.619,0.506,3.465,924.255,1223.717,786.507,19593.766,NA,NA
2017-08-31T19:10:00Z,0.822,1.334,0.783,24.286,0.555,0.458,3.375,911.375,1212.833,716.346,19204.167,NA,NA
2017-08-31T21:10:00Z,0.763,1.282,0.729,22.734,0.433,0.387,3.017,830.01,1217.197,705.869,17345.224,NA,NA
2017-08-31T22:10:00Z,0.787,1.323,0.672,24.537,0.398,0.374,3.178,876.573,1247.542,662.733,19276.032,NA,NA
2017-08-31T23:10:00Z,0.845,1.415,0.646,25.672,0.375,0.362,3.371,964.621,1338.061,638.449,19899.584,NA,NA
2017-09-01T01:10:00Z,0.983,1.647,0.645,28.077,0.339,0.337,3.785,1093.088,1557.354,626.508,21393.967,NA,NA
2017-09-01T02:10:00Z,0.984,1.606,0.65,28.268,0.313,0.315,3.801,1081.213,1497.861,601.707,21885.892,NA,NA
2017-09-01T03:10:00Z,0.856,1.463,0.608,26.033,0.257,0.286,3.461,937.959,1334.428,562.828,23133.915,NA,NA
2017-09-01T05:10:00Z,0.722,1.553,0.588,23.516,0.236,0.259,2.914,773.317,1255.869,551.207,9946.256,NA,NA
2017-09-01T06:10:00Z,0.737,1.33,0.638,25.904,0.235,0.26,3.06,828.555,1267.584,570.544,19145.454,NA,NA
2017-09-01T07:10:00Z,0.811,1.437,0.58,26.312,0.232,0.259,3.254,868.747,1343.253,567.589,20242.55,NA,NA
2017-09-01T08:40:00Z,0.904,NA,0.587,28.583,0.227,0.26,3.6,1009.424,1576.299,577.345,21687.019,memory effect,NA
2017-09-01T09:40:00Z,0.948,1.664,0.597,29.184,0.222,0.254,3.8,1097.41,1603.272,582.266,23046.851,NA,NA
2017-09-01T10:10:00Z,0.98,1.763,0.63,30.726,0.222,0.249,3.922,NA,NA,NA,NA,NA,NA
2017-09-01T10:40:00Z,1.015,1.742,0.59,31.996,0.222,0.251,4.028,1149.576,1645.427,578.467,23824.381,NA,NA
2017-09-01T11:10:00Z,1.037,1.813,0.598,31.525,0.222,0.246,4.119,NA,NA,NA,NA,NA,NA
2017-09-01T11:40:00Z,1.066,1.957,0.594,32.044,0.222,0.245,4.196,NA,NA,NA,NA,NA,NA
2017-09-01T12:40:00Z,1.12,NA,0.737,33.165,0.226,0.248,4.42,1312.586,1925.93,618.113,24858.913,memory effect,NA
2017-09-01T13:40:00Z,1.197,1.972,0.635,33.057,0.222,0.247,4.519,1321.92,1822.864,608.796,24827.031,NA,NA
2017-09-01T14:40:00Z,1.074,1.809,0.643,30.963,0.192,0.235,4.207,1219.605,1716.86,588.475,27610.68,NA,NA
2017-09-01T15:40:00Z,0.946,1.609,0.582,27.561,0.173,0.213,3.455,1113.226,1548.653,566.977,21286.197,NA,NA
2017-09-01T17:10:00Z,0.829,1.451,0.576,27.006,0.185,0.193,3.204,899.916,1371.046,539.632,19944.039,NA,NA
2017-09-01T18:10:00Z,0.781,1.414,0.516,25.643,0.158,0.186,3.101,871.547,1361.987,529.544,17723.73,NA,NA
2017-09-01T19:10:00Z,0.605,1.167,0.56,21.794,0.129,0.209,2.477,695.946,1123.373,488.946,16567.655,NA,NA
2017-09-01T21:10:00Z,0.454,0.886,0.57,15.255,0.13,0.202,1.827,484.289,969.476,580.136,10379.043,NA,NA
2017-09-01T22:10:00Z,0.441,0.839,0.535,18.284,0.122,0.172,1.745,427.73,751.892,482.623,8549.468,NA,NA
2017-09-01T23:10:00Z,0.56,0.962,0.532,19.651,0.124,0.174,2.018,486.893,853.547,480.546,10467.125,NA,NA
2017-09-02T03:10:00Z,NA,NA,NA,NA,0.081,0.107,1.671,648.904,1143.689,487.414,7372.444,no cation sample,NA
2017-09-02T05:10:00Z,NA,NA,NA,NA,0.103,0.146,2.405,700.906,1324.397,448.232,10402.874,no cations,NA
2017-09-02T06:10:00Z,NA,NA,NA,NA,0.111,0.163,2.706,684.882,1186.901,435.952,11275.79,no cations,NA
2017-09-02T07:10:00Z,NA,NA,NA,NA,0.086,0.122,1.977,618.861,1089.618,411.63,8930.584,no cations,NA
2017-09-02T09:10:00Z,NA,NA,NA,NA,NA,NA,NA,525.973,1122.084,390.386,9461.994,no cations,NA
2017-09-02T10:10:00Z,NA,NA,NA,NA,NA,0.165,1.837,464.321,865.317,363.381,8822.057,no cations,NA
2017-09-02T11:10:00Z,NA,NA,NA,NA,0.098,0.181,1.858,491.733,880.558,404.557,9162.79,no cations,NA
2017-09-02T13:10:00Z,NA,NA,NA,NA,0.098,0.164,1.689,450.97,1012.407,400.475,7309.466,no cations,NA
2017-09-02T14:10:00Z,NA,NA,NA,NA,0.095,0.143,1.869,509.456,972.352,414.572,8859.733,no cations,NA
2017-09-02T15:10:00Z,NA,NA,NA,NA,NA,NA,NA,547.761,1028.187,404.24,9954.014,no cations,NA
2017-09-02T15:40:00Z,NA,NA,NA,NA,0.099,0.144,2.277,NA,NA,NA,NA,no cations,NA
2017-09-02T16:40:00Z,NA,NA,NA,NA,NA,NA,NA,734.729,1545.75,479.813,12976.18,no cations,NA
2017-09-02T17:10:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cations,NA
2017-09-02T17:40:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cations,NA
2017-09-02T18:10:00Z,NA,NA,NA,NA,0.103,0.153,2.798,NA,NA,NA,NA,no cations,NA
2017-09-02T18:40:00Z,NA,NA,NA,NA,NA,NA,NA,838.203,1497.014,487.12,11208.42,no cations,NA
2017-09-02T19:10:00Z,NA,NA,NA,NA,0.107,0.163,2.951,NA,NA,NA,NA,no cations,NA
2017-09-02T19:40:00Z,NA,NA,NA,NA,0.106,0.162,2.912,NA,NA,NA,NA,no cations,NA
2017-09-02T20:40:00Z,NA,NA,NA,NA,0.114,0.178,3.172,980.773,1958.97,524.989,11190.005,no cations,NA
2017-09-02T21:10:00Z,NA,NA,NA,NA,0.101,0.16,2.838,NA,NA,NA,NA,no cations,NA
2017-09-02T21:40:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cations,NA
2017-09-02T22:10:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cations,NA
2017-09-02T22:40:00Z,NA,NA,NA,NA,0.108,0.173,3.089,1066.356,1796.804,530.526,12298.405,no cations,NA
2017-09-02T23:10:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cations,NA
2017-09-02T23:40:00Z,NA,NA,NA,NA,0.119,0.195,3.466,NA,NA,NA,NA,no cations,NA
2017-09-03T00:40:00Z,NA,NA,NA,NA,0.122,0.196,3.367,1099.928,2053.188,522.473,14538.974,no cations,NA
2017-09-03T01:10:00Z,NA,NA,NA,NA,0.125,0.207,3.648,NA,NA,NA,NA,no cations,NA
2017-09-03T01:40:00Z,NA,NA,NA,NA,0.127,0.212,3.639,NA,NA,NA,NA,no cations,NA
2017-09-03T02:10:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cations,NA
2017-09-03T02:40:00Z,NA,NA,NA,NA,NA,NA,NA,1214.282,1969.751,544.319,11285.982,no cations,NA
2017-09-03T03:10:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cations,NA
2017-09-03T03:40:00Z,NA,NA,NA,NA,0.133,0.223,3.83,NA,NA,NA,NA,no cations,NA
2017-09-03T04:40:00Z,NA,NA,NA,NA,NA,NA,NA,1226.605,2175.913,534.658,11089.81,no cations,NA
2017-09-03T05:10:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cations,NA
2017-09-03T05:40:00Z,NA,NA,NA,NA,0.14,0.24,4.069,NA,NA,NA,NA,no cations,NA
2017-09-03T06:10:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cations,NA
2017-09-03T06:40:00Z,NA,NA,NA,NA,NA,NA,NA,1278.139,2049.768,540.141,15926.64,no cations,NA
2017-09-03T07:10:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cations,NA
2017-09-03T07:40:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cations,NA
2017-09-03T08:40:00Z,NA,NA,NA,NA,NA,NA,NA,1312.653,2982.274,553.481,39163.45,no cations,NA
2017-09-03T09:10:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cations,NA
2017-09-03T09:40:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cations,NA
2017-09-03T10:10:00Z,NA,NA,NA,NA,0.145,0.237,4.21,NA,NA,NA,NA,no cations,NA
2017-09-03T10:40:00Z,NA,NA,NA,NA,NA,NA,NA,1330.262,2094.538,517.596,10450.295,no cations,NA
2017-09-03T11:10:00Z,NA,NA,NA,NA,0.149,0.238,4.352,NA,NA,NA,NA,no cations,NA
2017-09-03T11:40:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cations,NA
2017-09-03T12:40:00Z,NA,NA,NA,NA,NA,NA,NA,1547.077,2649.36,605.011,11824.237,no cations,NA
2017-09-03T13:10:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cations,NA
2017-09-03T13:40:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cations,NA
2017-09-03T14:10:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cations,NA
2017-09-03T14:40:00Z,NA,NA,NA,NA,NA,NA,NA,1581.866,2333.96,613.159,14922.525,no cations,NA
2017-09-03T15:10:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cations,NA
2017-09-03T15:40:00Z,NA,NA,NA,NA,0.154,0.239,4.48,NA,NA,NA,NA,no cations,NA
2017-09-03T16:40:00Z,NA,NA,NA,NA,NA,NA,NA,1450.914,2196.872,547.32,13906.645,no cations,NA
2017-09-03T17:10:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cations,NA
2017-09-03T17:40:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cations,NA
2017-09-03T18:10:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cations,NA
2017-09-03T18:40:00Z,NA,NA,NA,NA,NA,NA,NA,1606.883,2288.612,582.368,11177.295,no cations,NA
2017-09-03T19:10:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cations,NA
2017-09-03T19:40:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cations,NA
2017-09-03T20:40:00Z,NA,NA,NA,NA,NA,NA,NA,1585.394,2291.463,578.143,14325.189,no cations,NA
2017-09-03T21:10:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cations,NA
2017-09-03T21:40:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cations,NA
2017-09-03T22:10:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cations,NA
2017-09-03T22:40:00Z,NA,NA,NA,NA,NA,NA,NA,1677.51,2367.531,592.122,10073.962,no cations,NA
2017-09-03T23:10:00Z,NA,NA,NA,NA,0.169,0.297,4.939,NA,NA,NA,NA,no cations,NA
2017-09-03T23:40:00Z,NA,NA,NA,NA,0.162,0.287,4.741,NA,NA,NA,NA,no cations,NA
2017-09-04T00:40:00Z,NA,NA,NA,NA,NA,NA,NA,1532.113,2150.738,525.904,17328.354,no cations,NA
2017-09-04T01:10:00Z,NA,NA,NA,NA,0.169,0.306,4.972,NA,NA,NA,NA,no cations,NA
2017-09-04T01:40:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cations,NA
2017-09-04T02:10:00Z,NA,NA,NA,NA,0.163,0.291,4.708,NA,NA,NA,NA,no cations,NA
2017-09-04T02:40:00Z,NA,NA,NA,NA,NA,NA,NA,1671.577,2340.495,566.815,16710.267,no cations,NA
2017-09-04T03:10:00Z,NA,NA,NA,NA,0.168,0.302,4.87,NA,NA,NA,NA,no cations,NA
2017-09-04T03:40:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no cations,NA
